user_id,public,used
76561198182155797,False,False
76561198182156817,False,False
76561198195108834,False,False
76561198203015040,False,False
76561198207028556,False,False
76561198210252307,True,False
76561198218392097,False,False
76561198237024866,False,False
76561198240335588,False,False
76561198248062614,False,True
76561198260543098,False,False
76561198263027130,True,False
76561198280895232,False,False
76561198292240628,False,False
76561198296801138,False,False
76561198307303833,False,False
76561198310702027,False,False
76561198349577215,False,False
76561198415483486,True,False
76561198444151783,False,False
76561198875403681,False,False
76561197971140382,False,True
76561198016711613,False,False
76561198050124152,False,False
76561198082454828,True,False
76561198089179157,True,False
76561198131771620,True,False
76561198171074079,False,False
76561198179488770,True,False
76561198271103139,False,False
76561198280294253,False,False
76561198316121487,False,False
76561198320115741,True,False
76561198358502517,False,False
76561198374662260,True,False
76561198399198442,False,False
76561198399537310,False,False
76561198399702428,False,False
76561198399846267,False,False
76561198400545010,False,True
76561198400604724,False,False
76561198400864938,False,False
76561198400867007,False,False
76561198400869754,False,False
76561198400897340,False,False
76561198400949359,False,True
76561198400960201,False,False
76561198400962297,False,False
76561198400963946,False,False
76561198401015098,False,False
76561198401024961,False,False
76561198401027423,False,False
76561198401052978,False,False
76561198401083727,False,False
76561198401089945,False,False
76561198401101214,False,False
76561198401115385,False,False
76561198401159967,False,False
76561198401170185,False,False
76561198401204271,False,False
76561198401208739,False,False
76561198401208961,False,False
76561198401213632,False,False
76561198401214132,False,False
76561198401220381,False,False
76561198401233811,False,False
76561198401241024,False,False
76561198401249932,False,False
76561198401261734,False,False
76561198401265663,False,True
76561198401270249,False,False
76561198401282694,False,False
76561198401287315,False,False
76561198401304035,False,False
76561198401309942,False,False
76561198401322780,False,False
76561198401325066,False,False
76561198401327745,False,False
76561198401332111,False,False
76561198401332734,False,False
76561198401368910,False,False
76561198401422376,False,False
76561198401434493,False,False
76561198401435016,False,False
76561198401443636,False,False
76561198401505082,False,False
76561198401510577,False,False
76561198401517561,False,False
76561198401523100,False,True
76561198401525775,False,False
76561198401629019,False,False
76561198401664901,False,False
76561198401685872,False,False
76561198401694610,False,True
76561198401719086,False,False
76561198401736362,False,False
76561198401753600,False,False
76561198401789989,False,False
76561198401791521,False,False
76561198401791725,False,False
76561198401799859,False,False
76561198401802725,False,False
76561198401809255,False,False
76561198401815927,False,False
76561198401820660,False,False
76561198401824038,False,False
76561198401824340,False,False
76561198401841399,False,False
76561198401876679,False,False
76561198401881526,False,False
76561198401910157,False,False
76561198401918955,False,False
76561198401926373,False,False
76561198401994582,False,False
76561198402018594,False,False
76561198402028972,False,False
76561198402059839,False,False
76561198402125376,False,False
76561198402232117,False,False
76561198402234294,False,False
76561198402291375,False,False
76561198402376159,False,False
76561198402426831,False,False
76561198402449500,False,False
76561198402480773,False,False
76561198402676527,False,False
76561198402716636,False,False
76561198402777543,False,False
76561198403240192,False,False
76561198403480833,False,False
76561198403496291,False,False
76561198403514893,False,False
76561198403727894,False,False
76561198403878075,False,False
76561198413941321,False,False
76561198434114656,True,False
76561198443705448,False,False
76561198795606390,True,False
76561198796595634,False,False
76561198799072950,True,False
76561198800921169,False,False
76561198802015963,False,False
76561198803213211,False,False
76561198805952310,False,False
76561198817424721,True,False
76561198824945691,True,False
76561198840046039,True,False
76561198858290367,True,False
76561198009013757,False,False
76561198015989338,False,False
76561198020337331,False,False
76561198034271160,True,False
76561198057056264,False,False
76561198060005109,True,False
76561198071833647,False,False
76561198075343811,False,False
76561198078502778,False,False
76561198118148197,False,False
76561198121276213,False,False
76561198151454545,True,False
76561198165966144,True,False
76561198176432955,False,False
76561198203084248,False,False
76561198216255455,False,False
76561198254463144,False,False
76561198269234596,False,False
76561198278339261,False,False
76561198297813776,True,False
76561198313265834,True,False
76561198320533406,False,False
76561198355712252,False,False
76561198399667242,False,False
76561198399687932,False,False
76561198399735761,False,False
76561198399782579,False,False
76561198399922075,False,False
76561198399999138,False,False
76561198400245546,False,True
76561198400352658,False,False
76561198400537986,False,False
76561198400632590,False,False
76561198400780380,False,False
76561198400915426,False,False
76561198401054945,False,False
76561198401137426,False,False
76561198401179250,False,False
76561198401248229,False,False
76561198401251270,False,False
76561198401360015,False,False
76561198401400742,False,False
76561198401820643,False,False
76561198401862490,False,False
76561198401958787,False,False
76561198401979023,False,False
76561198402002460,False,False
76561198402052517,False,False
76561198402494421,False,False
76561198402495183,False,True
76561198402585804,False,True
76561198402691403,False,False
76561198402696410,False,False
76561198403013283,False,False
76561198403430572,False,False
76561198445354593,True,False
76561198741771529,False,False
76561198798398909,False,False
76561198798508194,True,False
76561198801975680,False,False
76561198802674967,False,False
76561198803256862,False,False
76561198830126763,False,False
76561198839552442,False,False
76561198849302263,False,False
76561198853352021,False,False
76561198855103967,False,False
76561198869606799,True,False
76561198934525543,True,False
76561198956134258,False,False
76561198018219460,False,False
76561198032675065,False,False
76561198053504214,False,True
76561198058326874,False,False
76561198060588594,False,False
76561198068284082,True,False
76561198071656213,False,False
76561198110686094,False,False
76561198123820417,False,False
76561198166271421,False,False
76561198205110025,False,False
76561198806299627,False,False
76561197961206120,False,False
76561197962793593,False,False
76561197981884566,False,False
76561197996987272,False,True
76561198041249849,True,False
76561198043580925,False,False
76561198053020396,False,False
76561198055078006,True,False
76561198058482407,False,False
76561198078516568,False,False
76561198078789930,False,False
76561198103602933,False,False
76561198104835779,False,False
76561198124837035,False,False
76561198135246395,False,False
76561198135583167,False,False
76561198141039746,False,False
76561198158656773,False,False
76561198158945171,False,False
76561198160765175,False,False
76561198162617721,False,False
76561198176273305,False,False
76561198273442689,False,False
76561198345731949,False,False
76561198018229140,False,False
76561198048720528,False,False
76561198050785838,False,False
76561198060091548,False,False
76561198060460271,False,False
76561198078488979,True,False
76561198100682105,True,False
76561198125559979,False,False
76561198138418235,False,False
76561198147278543,False,False
76561198162261918,False,False
76561198165666352,True,False
76561198179708242,True,False
76561198186291047,False,False
76561198202776563,True,False
76561198208494721,False,False
76561198214082269,False,False
76561198214352983,False,False
76561198214859052,True,False
76561198220096003,False,True
76561198222035972,False,False
76561198231340428,False,False
76561198259901136,True,False
76561198261023214,False,False
76561198263631185,False,False
76561198266083897,False,False
76561198271504817,True,False
76561198277931338,False,False
76561198303547579,False,True
76561198404976703,False,False
76561198039886202,False,False
76561198297964124,False,False
76561197961692174,False,False
76561197963805941,False,False
76561197964985179,False,False
76561197990175947,False,False
76561197996506172,False,False
76561198013350451,False,False
76561198042592624,False,False
76561198044649677,False,False
76561198050997788,False,False
76561198058775086,False,True
76561198074279447,False,False
76561198085764965,False,False
76561198131863933,False,False
76561198144571755,False,False
76561198151907245,False,False
76561198197106045,False,False
76561198238291356,False,False
76561198240520480,False,False
76561198330190493,False,False
76561198399647507,False,False
76561198399709864,False,False
76561198399751202,False,False
76561198399795885,False,False
76561198399862155,False,False
76561198399877527,False,False
76561198399938520,False,False
76561198400060744,False,False
76561198400413393,False,False
76561198400446003,False,False
76561198400463868,False,True
76561198400465371,False,False
76561198400498779,False,False
76561198400567607,False,False
76561198400796722,False,False
76561198400914691,False,False
76561198401318302,False,False
76561198401576875,False,False
76561198401577221,False,False
76561198401619768,False,False
76561198401669635,False,False
76561198401689967,False,False
76561198401722318,False,False
76561198401739513,False,False
76561198401832972,False,False
76561198401837859,False,False
76561198401876403,False,False
76561198402057857,False,False
76561198402132975,False,False
76561198402218492,False,True
76561198402263161,False,False
76561198402272360,False,True
76561198402277076,False,False
76561198402294630,False,False
76561198402304644,False,False
76561198402315543,False,False
76561198402348778,False,False
76561198402442176,False,False
76561198402454696,False,False
76561198402469952,False,False
76561198402481190,False,False
76561198402506993,False,False
76561198402833944,False,False
76561198403055872,False,False
76561198403117906,False,False
76561198403152211,False,False
76561198403365270,False,False
76561198403627430,False,False
76561198403682579,False,False
76561198403858270,False,False
76561198403907788,False,False
76561198403909229,False,False
76561198438183909,False,False
76561198743669981,False,False
76561198743708757,False,False
76561198820845367,False,False
76561198897458247,True,False
76561198399893950,False,False
76561198400264323,False,False
76561198400422423,False,False
76561198400810774,False,False
76561197963852569,False,False
76561197971030194,True,False
76561197980212319,False,True
76561197997019518,False,False
76561197997610996,True,False
76561198011687082,False,False
76561198017524502,True,False
76561198023387081,True,False
76561198030907959,False,False
76561198036083571,False,False
76561198040562211,True,False
76561198040564325,False,False
76561198041818345,False,False
76561198042898673,False,False
76561198046075593,False,False
76561198047604378,False,False
76561198048437440,True,False
76561198049453610,False,False
76561198052016504,False,False
76561198053197191,True,False
76561198055436329,True,False
76561198058668048,False,False
76561198059278874,False,False
76561198059431438,False,False
76561198061407122,True,False
76561198061765635,False,False
76561198062263358,False,False
76561198064790470,False,False
76561198065723724,False,False
76561198068599853,False,False
76561198070259286,False,False
76561198073767783,True,False
76561198074231470,False,False
76561198075240709,True,False
76561198076307781,False,False
76561198078571707,False,False
76561198081953813,False,False
76561198082717775,False,False
76561198082738474,True,False
76561198087394512,True,False
76561198090466983,False,False
76561198091669370,True,False
76561198096171763,False,False
76561198100480244,False,False
76561198100925087,True,False
76561198104105552,True,False
76561198107895763,True,False
76561198110974101,True,False
76561198112411858,False,False
76561198112705211,True,False
76561198114103329,True,False
76561198119405808,False,False
76561198120042682,True,False
76561198120549850,True,False
76561198121304700,True,False
76561198129220137,False,False
76561198130359030,True,False
76561198132031297,False,False
76561198135123219,True,False
76561198135859290,False,False
76561198150020449,True,False
76561198158562660,False,False
76561198163347560,False,False
76561198165111417,False,False
76561198169985979,False,False
76561198170348237,False,False
76561198170639563,True,False
76561198170859058,False,False
76561198170943711,False,False
76561198182126515,False,False
76561198186003728,True,False
76561198187829799,True,False
76561198193107975,False,False
76561198194697135,False,False
76561198197135607,False,False
76561198204225349,False,False
76561198205846057,True,False
76561198207286728,False,False
76561198207572779,False,False
76561198209143057,False,False
76561198230338460,False,False
76561198236427560,True,False
76561198238964540,False,False
76561198244133466,False,False
76561198244623270,False,False
76561198246226120,True,False
76561198252930949,False,False
76561198253109809,True,True
76561198255840399,True,False
76561198262490914,False,False
76561198263565923,True,False
76561198272002997,False,False
76561198272262837,False,False
76561198273626279,False,False
76561198282688565,True,False
76561198284656327,True,False
76561198290556759,True,False
76561198293418767,False,False
76561198297483329,False,False
76561198301449527,True,False
76561198302471607,False,False
76561198307385586,False,False
76561198308349089,False,False
76561198312199267,True,False
76561198313452525,False,False
76561198321852059,True,False
76561198328290208,False,False
76561198343642147,False,False
76561198352688650,False,False
76561198354764400,True,False
76561198354819841,False,False
76561198354921971,False,False
