user_id,public,used
76561198036259748,False,False
76561197963906371,False,True
76561197997562600,False,False
76561198026410495,False,True
76561198028315881,False,False
76561198029605279,True,True
76561198044240514,False,True
76561198047954166,False,False
76561198052143086,True,False
76561198052692877,True,False
76561198053334932,False,False
76561198064038989,False,False
76561198064401447,False,False
76561198065473200,False,False
76561198074772895,False,False
76561198076358830,False,False
76561198077418281,False,False
76561198078442934,False,False
76561198078785979,False,False
76561198079942325,True,False
76561198084257746,False,False
76561198122064249,False,False
76561198124193757,False,False
76561198126397552,False,False
76561198136525289,False,False
76561198159691782,False,False
76561198193118151,False,False
76561198283104024,False,False
76561198329403057,False,False
76561198441341534,True,False
76561197960460321,False,False
76561197960554350,False,False
76561197960590973,False,False
76561197960936411,False,False
76561197961520565,False,False
76561197962223312,False,False
76561197963611860,False,False
76561197963771737,False,False
76561197967475519,False,False
76561197971405976,False,False
76561197972768940,False,False
76561197983258773,False,False
76561197987817222,False,False
76561197988032259,False,False
76561197989998075,False,False
76561197990074780,False,False
76561197997189453,False,False
76561197997826839,False,False
76561197999928243,False,False
76561198003369491,True,False
76561198003610350,False,False
76561198004361538,False,False
76561198008205772,False,False
76561198013637119,False,False
76561198015808704,False,False
76561198017575192,False,False
76561198018306204,False,False
76561198019024783,False,False
76561198019716118,False,False
76561198019840146,False,False
76561198019899793,False,False
76561198020476764,False,False
76561198022542979,False,True
76561198023535849,False,False
76561198027455599,False,False
76561198027561326,False,False
76561198028014856,False,False
76561198029074467,True,False
76561198029166709,False,False
76561198029461211,False,False
76561198032890678,False,False
76561198033068606,False,False
76561198033960297,False,False
76561198034273011,True,False
76561198034291240,False,False
76561198036270013,False,False
76561198036424445,False,False
76561198037421876,False,False
76561198038186104,False,False
76561198038194657,False,False
76561198038532284,False,False
76561198038694890,False,True
76561198039516804,True,False
76561198041586790,False,False
76561198042538335,False,False
76561198045503959,False,False
76561198046400292,False,False
76561198046417599,False,False
76561198047493930,False,False
76561198048098616,False,False
76561198048504463,False,False
76561198048918577,False,False
76561198050103023,True,False
76561198053161930,False,False
76561198053408539,False,False
76561198053629667,False,False
76561198054123460,False,False
76561198054222003,False,False
76561198055063055,False,False
76561198057406758,False,False
76561198058050734,True,False
76561198058862783,False,False
76561198067479406,False,False
76561198068390989,True,False
76561198069506910,False,False
76561198069816431,False,False
76561198070647754,False,False
76561198071113657,False,False
76561198071703650,False,False
76561198074236346,False,False
76561198074538915,False,False
76561198074605086,False,False
76561198074763793,False,False
76561198075429521,False,False
76561198075590936,False,False
76561198075611851,False,False
76561198075616353,False,False
76561198075861832,False,False
76561198075972829,True,False
76561198076393726,False,False
76561198076779541,True,False
76561198077078999,False,False
76561198077203518,False,False
76561198077225254,False,False
76561198077388704,False,False
76561198077398655,False,False
76561198077852321,False,False
76561198078186377,True,False
76561198078353682,False,True
76561198078452858,False,False
76561198078765986,False,False
76561198079042929,False,False
76561198079808459,False,False
76561198080351145,False,False
76561198080637925,False,False
76561198080647754,False,False
76561198080789156,False,False
76561198081016519,False,False
76561198081114714,False,False
76561198081256860,False,False
76561198081295655,False,False
76561198081681837,False,False
76561198081923444,False,False
76561198081975785,False,False
76561198082310942,False,False
76561198082372044,False,False
76561198082979638,False,False
76561198083161976,False,True
76561198083312081,False,False
76561198083548453,True,False
76561198084764240,False,False
76561198084962716,False,False
76561198086128961,False,False
76561198087037868,False,False
76561198088696295,False,False
76561198089920100,False,True
76561198092019230,False,False
76561198093358585,False,False
76561198097619257,False,False
76561198100389968,False,False
76561198101803947,False,False
76561198108308571,True,False
76561198109903481,False,False
76561198110773759,False,False
76561198111024952,False,False
76561198111114137,True,False
76561198114968641,False,False
76561198117400566,False,False
76561198117450646,True,False
76561198121411376,False,False
76561198124134887,False,False
76561198125812114,False,False
76561198126014232,False,False
76561198126531405,False,False
76561198128050757,True,False
76561198128316169,False,False
76561198135528609,True,False
76561198137104694,True,False
76561198142265776,False,False
76561198144884879,False,False
76561198149188429,False,False
76561198149474884,False,False
76561198150169048,False,False
76561198154694532,False,False
76561198155984367,True,False
76561198157552013,False,False
76561198157920060,False,False
76561198163237852,False,False
76561198164255561,False,False
76561198165015558,False,False
76561198165054658,False,False
76561198165252798,False,False
76561198167057286,False,False
76561198168059812,False,False
76561198170715417,False,False
76561198171918126,False,False
76561198173227301,False,False
76561198175263243,False,False
76561198178479202,False,False
76561198178522799,False,False
76561198184582923,False,False
76561198191547911,False,False
76561198191953754,False,False
76561198197563899,True,False
76561198214542444,False,False
76561198243810232,True,False
76561198254299057,False,False
76561198271113879,True,False
76561198301236774,True,False
76561198321871433,False,False
76561198323359918,False,False
76561198327873256,False,False
76561198335672274,False,False
76561198338892696,True,False
76561198361620215,False,False
76561198375501393,False,False
76561198394816065,False,False
76561198401907103,False,False
76561198404038906,False,False
76561198870302108,False,False
76561197966886069,False,False
76561197974878463,False,False
76561197979482451,False,False
76561197981184708,False,False
76561197982137698,False,False
76561197989183390,True,False
76561197994736187,True,False
76561198013267147,False,False
76561198016226969,True,False
76561198040645778,True,False
76561198049257440,False,False
76561198049841986,False,False
76561198054579390,False,False
76561198057591474,True,False
76561198059304881,True,False
76561198064071804,False,False
76561198064728264,False,False
76561198066759115,False,False
76561198069212891,False,False
76561198072144160,False,False
76561198076517834,False,False
76561198079900505,False,False
76561198080310234,False,False
76561198085129567,False,True
76561198085614432,False,False
76561198085777381,False,False
76561198088900318,False,False
76561198089961942,True,False
76561198091579741,False,False
76561198101356461,True,False
76561198102732469,False,False
76561198106094801,False,False
76561198107514346,False,False
76561198114655456,True,False
76561198117298006,False,False
76561198124243064,True,False
76561198127085097,True,False
76561198132920222,False,False
76561198135312971,False,False
76561198143583242,False,False
76561198145807837,False,False
76561198146059308,False,False
76561198147246460,False,False
76561198147378387,True,False
76561198149672497,False,False
76561198149851685,False,False
76561198152992395,False,False
76561198158959267,True,False
76561198160952100,True,False
76561198162213061,False,False
76561198166489646,False,False
76561198170779325,False,False
76561198170796913,False,False
76561198173414455,True,False
76561198177897637,False,False
76561198182843042,True,False
76561198195170723,False,True
76561198200841205,False,False
76561198203668524,False,False
76561198204792151,False,False
76561198209721503,False,False
76561198216733260,False,False
76561198242083898,False,False
76561198248943466,False,False
76561198263696426,False,False
76561198265961229,True,False
76561198274481725,True,False
76561198280403811,False,False
76561198290885275,False,False
76561198307589166,False,False
76561198313245265,True,False
76561198320282276,True,False
76561198328151687,True,False
76561198402598439,True,False
76561198841352535,False,False
76561198868450979,True,False
76561198878899795,False,False
76561197964056774,False,False
76561198004395361,False,False
76561198006701921,False,False
76561198007903453,True,False
76561198021040739,True,False
76561198023523162,False,False
76561198031430924,False,False
76561198031701088,False,False
76561198035033771,False,False
76561198036834356,False,False
76561198041071895,False,False
76561198052207399,False,False
76561198061296697,False,False
76561198062486280,False,False
76561198064083399,False,False
76561198067602878,True,False
76561198068084090,False,False
76561198071578960,False,False
76561198072681160,False,False
76561198073919030,False,False
76561198074160349,False,False
76561198080340770,False,False
76561198082125820,True,False
76561198083699236,False,False
76561198084600958,False,False
76561198087704017,False,False
76561198096256009,False,False
76561198104324831,False,False
76561198111879086,False,False
76561198117949747,False,False
76561198120537853,False,False
76561198125835742,False,False
76561198138560964,False,False
76561198163176019,False,False
76561198166491888,False,False
76561198168608099,True,True
76561198174167002,True,False
76561198175373150,True,False
76561198204316193,False,False
76561198245811588,True,False
76561198251636050,False,False
76561198252343604,False,False
76561198262582017,True,False
76561198262793523,False,False
76561198265314820,True,False
76561198267118613,False,False
76561198271784348,True,True
76561198278105189,False,False
76561198279618483,False,False
76561198282896825,True,False
76561198300388063,False,False
76561198305544021,True,False
76561198307116912,False,False
76561198309149351,True,False
76561198312475269,False,False
76561198314698420,False,False
76561198316955980,False,False
76561198330818181,True,False
76561198338153512,True,False
76561198343516348,False,False
76561198363125858,True,False
76561198401101036,False,False
76561198431965636,True,False
76561198832137879,True,False
76561198839919992,True,False
76561198932218203,False,False
76561198973661854,False,False
76561198995769043,False,False
76561198069914935,True,False
76561198075020655,False,False
76561198121138193,False,False
76561198122742216,False,False
76561198131875308,False,False
76561198148895700,False,False
76561198194310242,False,False
76561198218389009,False,False
76561198233286776,False,False
76561198306711559,True,False
76561198309660670,False,False
76561198322886943,False,False
76561198328335026,False,False
76561198336068804,False,False
76561198347686301,False,False
76561198373468175,False,False
76561198403790346,False,False
76561198811742631,True,False
76561198873103217,False,False
76561198909817982,False,False
76561198963893112,False,False
76561197965655355,False,False
76561198013964110,False,False
76561198033954116,False,False
76561198046737419,False,False
76561198053992019,True,False
76561198065114651,True,False
76561198070591317,False,True
76561198071040596,False,False
76561198072161402,False,False
76561198082345090,True,False
76561198086104376,False,True
76561198105467422,False,False
76561198108232294,False,True
76561198119487795,True,False
76561198120124718,False,False
76561198120789175,False,False
76561198136582940,False,False
76561198140723536,False,False
76561198159232282,False,False
76561198164181345,False,False
76561198213393093,False,False
76561198246624816,False,False
76561198275226086,True,False
76561198285888730,False,False
76561198328350378,True,False
76561198331107692,False,False
76561198334062371,False,False
76561198347646956,True,False
76561198366890247,True,False
76561198828891316,True,False
76561197963751633,False,False
76561197990469815,False,False
76561198015657023,False,False
76561198026026476,False,False
76561198040544874,True,False
76561198045879377,False,False
76561198048024442,True,False
76561198057653767,False,False
76561198060175521,False,False
76561198063784159,False,False
76561198065216939,False,False
76561198068331660,False,False
76561198068803390,False,False
76561198072346878,True,False
76561198075601337,False,False
76561198082524038,False,False
76561198083077938,False,False
76561198084071985,True,False
76561198086517167,False,False
76561198104796355,False,False
76561198112676418,False,False
76561198120425472,False,False
76561198124740260,False,False
76561198133925622,False,False
76561198137623585,False,False
76561198147136211,False,False
76561198168415354,False,False
76561198178426659,False,False
76561198180197991,False,False
76561198210674389,False,False
76561198229893664,False,True
76561198235114796,False,False
76561198237608802,False,False
76561198254184540,False,False
76561198263518479,False,False
76561198274413101,False,False
76561198280358402,False,False
76561198281157158,False,False
76561198319805580,False,False
76561198322930806,False,False
76561198376556375,False,False
76561198005425335,False,False
76561198035963077,False,False
76561198052963925,False,False
76561198068913331,False,False
76561198072472606,False,False
76561198078259298,False,False
76561198078341036,True,False
76561198080581301,False,False
76561198081862473,False,False
76561198089791119,False,False
76561198090527708,True,False
76561198121070661,True,False
76561198126701015,False,False
76561198131599572,False,False
76561198140523986,False,False
76561198177892623,False,False
76561198271284275,False,False
76561198291567859,False,False
76561198017294373,False,False
76561198021398068,False,False
76561198033392216,True,False
76561198049974336,True,False
76561198051534210,False,False
76561198056495959,False,False
76561198058184003,True,False
76561198065728145,True,False
76561198071387593,False,False
76561198071458542,False,False
76561198071509128,False,False
76561198075821600,False,False
76561198077909766,False,False
76561198082124783,False,False
76561198092220330,False,False
76561198093644824,False,False
76561198094239423,False,False
76561198110495933,True,False
76561198113587770,False,False
76561198117758658,False,False
76561198118190312,False,False
76561198121159962,True,False
76561198121409653,False,False
76561198126623259,False,False
76561198131930208,False,False
76561198149806958,False,False
76561198156848461,False,False
76561198165392406,True,False
76561198173984371,False,False
76561198204306485,False,False
76561198204559824,True,False
76561198211576913,False,False
76561198242806684,False,False
76561198267660563,True,False
76561198272523617,False,False
76561198289141604,False,False
76561198289187114,False,False
76561198309773971,False,False
76561198332564626,False,False
76561198338805653,False,False
76561198352511366,False,False
76561198370737772,False,False
76561198381895671,True,False
76561198797032860,False,False
76561198079755320,False,False
76561198089848215,True,False
76561198094889685,True,False
76561198121710761,True,False
76561198126942164,False,False
76561198133298732,False,False
76561198150571739,False,False
76561198151587768,False,False
76561198169625786,False,False
76561198179822702,True,False
76561198181294426,False,False
76561198181469603,False,False
76561198190069033,False,False
76561198195942265,False,False
76561198215427248,False,False
76561197962093297,False,False
76561197963577627,False,False
76561197978193519,False,False
76561197979526787,True,False
76561197981772929,False,False
76561197984613898,True,False
76561197988921495,False,False
76561197991430754,False,False
76561198000389813,False,False
76561198016951834,True,False
76561198020353624,False,False
76561198021381222,False,False
76561198026103687,False,False
76561198033631809,False,False
76561198047867101,True,False
76561198049977250,False,False
76561198057663388,False,False
76561198058013065,False,False
76561198058573776,True,False
76561198059474236,False,False
76561198069605977,False,False
76561198069884969,False,False
76561198076199748,False,False
76561198077674388,False,False
76561198079061933,False,False
76561198079937639,False,False
76561198080255682,False,False
76561198080534307,True,False
76561198080581915,True,False
76561198088746083,True,False
76561198094818232,False,False
76561198105217337,True,False
76561198119274423,False,False
76561198120851222,False,False
76561198122105698,True,False
76561198137914014,False,False
76561198140850077,False,False
76561198142350897,False,False
76561198142942357,False,False
76561198155504159,False,False
76561198156873819,False,False
76561198163237067,False,False
76561198181230243,False,True
76561198185012495,True,False
76561198185642623,False,False
76561198187082030,False,False
76561198188144741,False,False
76561198193776309,False,False
76561198204504136,False,False
76561198207946924,False,False
76561198242473162,True,False
76561198251193990,True,False
76561198262693946,False,False
76561198268526912,False,False
76561198271294870,False,False
76561198295877366,False,False
76561198297868750,False,False
76561198323977848,False,False
76561198327330264,True,False
76561198381862474,False,False
76561198387209057,True,False
76561198399701163,False,False
76561198400280830,False,False
76561198402154032,False,False
76561198413887396,False,False
76561198864525418,False,False
76561198913242101,False,False
76561198980048434,True,False
76561197994225619,False,False
76561198003198604,False,False
76561198013295684,False,False
76561198032885359,True,False
76561198044795837,False,False
76561198047169164,True,False
76561198047330839,False,False
76561198047536404,False,False
76561198048460265,False,False
76561198048646693,False,False
76561198048900680,True,False
76561198052871647,False,False
76561198054102778,False,False
76561198063085293,True,False
76561198066279570,False,False
76561198075723708,False,False
76561198076510261,False,False
76561198076674090,False,False
76561198077339526,False,True
76561198078098759,False,False
76561198078952957,False,True
76561198079030290,False,False
76561198082730690,False,False
76561198083586357,False,False
76561198085017558,False,False
76561198085985104,False,False
76561198088607558,False,False
76561198089434905,False,False
76561198093481705,False,False
76561198095389949,False,False
76561198096877558,False,False
76561198105611807,False,False
76561198111094933,False,False
76561198111356051,False,False
76561198112695533,False,False
76561198116078607,False,False
76561198121069897,False,False
76561198121560660,False,False
76561198121647446,False,False
76561198122376493,False,False
76561198129200855,False,False
76561198139468889,False,False
76561198139611699,False,False
76561198147775847,True,False
76561198150567927,True,False
76561198151775769,False,False
76561198152427580,True,False
76561198156921417,False,False
76561198157761666,False,False
76561198161224289,False,False
76561198189944550,False,True
76561198251395600,False,False
76561198282768931,True,False
76561198283340803,False,False
76561198294216371,False,False
76561198320429244,False,False
76561198422870323,False,False
76561198426246243,False,False
76561198433035890,False,False
76561197995907988,True,False
76561198017241074,False,False
76561198019324871,False,False
76561198036281129,False,False
76561198058507467,True,True
76561198060061312,True,False
76561198060183860,False,False
76561198061969712,False,False
76561198069915037,False,False
76561198070052795,True,False
76561198071245945,False,False
76561198074263584,False,False
76561198075686120,False,False
76561198075978868,False,False
76561198078599966,False,False
76561198083138470,False,False
76561198084711259,False,False
76561198091533915,False,False
76561198095502247,False,False
76561198096099296,False,False
76561198107398373,False,False
76561198107535063,False,False
76561198107826812,True,False
76561198117158447,False,True
76561198117631510,False,False
76561198118408828,False,False
76561198122556715,False,False
76561198123049377,False,False
76561198136495993,False,True
76561198139681542,False,False
76561198141075410,False,False
76561198149791633,False,False
76561198154555424,False,False
76561198166388933,False,False
76561198173666482,False,False
76561198257859591,False,False
76561198349585478,False,False
76561198351970839,False,False
76561198352473042,False,False
76561198369269162,False,False
76561198448790430,False,False
76561198815725270,False,False
76561198851411029,False,False
76561197984263008,False,False
76561197992791197,False,True
76561198031116414,False,False
76561198032018291,False,False
76561198042198126,True,False
76561198047025293,True,False
76561198050279198,False,False
76561198051323850,False,False
76561198052594180,False,False
76561198056712784,False,False
76561198060952180,False,False
76561198065333682,False,False
76561198067532840,False,False
76561198070895991,False,False
76561198070905595,False,False
76561198072212443,True,False
76561198074347220,False,True
76561198074455306,False,False
76561198074885936,True,False
76561198076192091,False,False
76561198076516556,True,False
76561198076724343,False,False
76561198078336967,False,False
76561198078373025,False,False
76561198079795845,False,False
76561198080618694,False,False
76561198080736844,False,False
76561198080828512,False,False
76561198081172992,False,False
76561198081439286,False,False
76561198082036104,False,False
76561198082892082,False,False
76561198083560702,False,False
76561198084057467,False,False
76561198085247444,True,False
76561198086053979,False,False
76561198086331064,False,False
76561198086957916,False,False
76561198087111822,False,False
76561198089206594,False,False
76561198089288853,False,False
76561198089557178,True,False
76561198089872296,False,False
76561198091965771,False,False
76561198093501708,False,False
76561198094099028,False,False
76561198095854927,False,False
76561198099031126,False,False
76561198099975812,False,False
76561198103132234,False,False
76561198103408466,False,True
76561198106207309,False,False
76561198108497822,True,False
76561198110926310,False,False
76561198113336523,False,False
76561198114545662,False,False
76561198115092971,False,False
76561198116402594,False,False
76561198118429596,False,False
76561198122238590,False,False
76561198122514658,False,False
76561198125455577,False,False
76561198127682881,False,False
76561198128159603,False,False
76561198128763037,False,False
76561198128809593,False,False
76561198129923018,False,False
76561198131264296,False,False
76561198132585052,False,False
76561198133338354,False,False
76561198134595260,False,False
76561198139527153,True,True
76561198141215699,False,False
76561198141540391,False,False
76561198141744037,False,False
76561198142809342,False,False
76561198143805678,False,False
76561198145944319,False,True
76561198149481216,False,False
76561198149630543,False,False
76561198150333581,False,False
76561198150397034,False,False
76561198150480397,False,False
76561198152545498,False,False
76561198157513158,False,False
76561198157897150,False,False
76561198158827508,False,False
76561198163405514,False,False
76561198166432350,False,False
